RunID,RunDate,LineID,ProductID,ShiftName,UnitsProduced,DefectUnits,DowntimeMinutes,DefectRatePct
445,2026-05-29,1,3012,Night,362,9,23.0,2.49
446,2026-06-26,2,3005,Night,3211,113,29.0,3.52
447,2026-06-18,3,3003,Night,3478,100,63.0,2.88
448,2026-04-25,4,3000,Morning,3908,197,3.0,5.04
449,2026-05-11,1,3016,Morning,4762,261,0.0,5.48
450,2026-05-18,3,3015,Morning,2587,145,23.0,5.6
451,2026-04-23,1,3015,Morning,4179,150,57.0,3.59
452,2026-04-25,4,3001,Night,3638,106,97.0,2.91
453,2026-04-22,4,3006,Night,1530,66,110.0,4.31
454,2026-06-29,3,3018,Night,4256,217,25.0,5.1
455,2026-06-07,2,3010,Night,455,16,65.0,3.52
456,2026-06-15,1,3002,Afternoon,3074,133,56.0,4.33
457,2026-06-13,5,3002,Afternoon,4713,217,49.0,4.6
458,2026-06-26,4,3004,Night,3363,141,75.0,4.19
459,2026-04-10,2,3018,Night,4697,216,118.0,4.6
460,2026-06-19,3,3003,Afternoon,469,7,0.0,1.49
461,2026-04-06,4,3017,Night,2755,89,7.0,3.23
462,2026-05-13,4,3012,Afternoon,3946,147,109.0,3.73
463,2026-05-24,3,3017,Afternoon,3283,16,111.0,0.49
464,2026-05-03,2,3015,Night,4426,230,38.0,5.2
465,2026-04-14,4,3006,Afternoon,2420,93,60.0,3.84
466,2026-04-18,4,3015,Night,3476,42,103.0,1.21
467,2026-06-14,3,3003,Afternoon,2214,110,60.0,4.97
468,2026-04-29,1,3005,Morning,4386,194,57.0,4.42
469,2026-04-28,3,3004,Morning,773,36,110.0,4.66
470,2026-06-23,4,3002,Afternoon,1419,37,99.0,2.61
471,2026-04-13,5,3001,Afternoon,664,34,60.0,5.12
472,2026-06-22,3,3003,Afternoon,3570,99,19.0,2.77
473,2026-06-22,2,3002,Night,1317,47,52.0,3.57
474,2026-05-24,3,3007,Morning,1722,8,81.0,0.46
475,2026-04-15,1,3001,Morning,4215,170,32.0,4.03
476,2026-04-15,1,3001,Night,1928,85,64.0,4.41
477,2026-04-26,4,3018,Afternoon,899,32,79.0,3.56
478,2026-05-22,5,3001,Afternoon,300,9,10.0,3.0
479,2026-04-14,5,3001,Morning,1288,63,68.0,4.89
480,2026-05-12,3,3000,Afternoon,4590,194,88.0,4.23
481,2026-04-11,1,3002,Afternoon,2833,57,25.0,2.01
482,2026-05-19,5,3010,Afternoon,4975,287,65.0,5.77
483,2026-04-02,3,3015,Morning,1232,54,85.0,4.38
484,2026-06-03,2,3013,Afternoon,1887,111,5.0,5.88
485,2026-04-05,5,3011,Afternoon,983,57,0.0,5.8
486,2026-04-18,4,3001,Morning,2112,117,31.0,5.54
487,2026-04-16,4,3014,Morning,2903,135,47.0,4.65
488,2026-06-14,2,3000,Night,4079,157,77.0,3.85
489,2026-04-05,5,3011,Night,1966,28,0.0,1.42
490,2026-05-09,3,3007,Afternoon,3903,136,2.0,3.48
491,2026-05-24,3,3016,Night,3205,150,53.0,4.68
492,2026-05-17,4,3005,Night,1600,53,113.0,3.31
493,2026-06-01,4,3012,Morning,4578,241,0.0,5.26
494,2026-06-12,1,3008,Afternoon,2284,25,94.0,1.09
495,2026-05-06,2,3009,Night,924,23,8.0,2.49
496,2026-06-14,2,3017,Morning,4820,158,58.0,3.28
497,2026-04-29,5,3013,Night,4584,131,51.0,2.86
498,2026-06-28,4,3007,Morning,437,4,56.0,0.92
499,2026-05-16,2,3008,Morning,4531,60,0.0,1.32
500,2026-06-06,4,3013,Afternoon,4747,242,90.0,5.1
501,2026-06-18,4,3006,Afternoon,4179,132,33.0,3.16
502,2026-06-11,2,3003,Morning,1423,10,92.0,0.7
503,2026-06-16,3,3008,Morning,3230,19,78.0,0.59
504,2026-05-19,5,3001,Afternoon,2783,86,66.0,3.09
505,2026-04-04,3,3003,Morning,3176,44,37.0,1.39
506,2026-05-15,1,3007,Night,3158,138,78.0,4.37
507,2026-04-17,4,3015,Night,3268,159,119.0,4.87
508,2026-06-20,3,3014,Morning,2667,46,110.0,1.72
509,2026-04-22,3,3004,Afternoon,3514,132,109.0,3.76
510,2026-04-21,4,3008,Morning,2727,36,26.0,1.32
511,2026-04-23,5,3002,Afternoon,279,6,70.0,2.15
512,2026-05-28,2,3014,Night,369,19,47.0,5.15
513,2026-05-22,3,3004,Morning,4798,167,116.0,3.48
514,2026-06-25,1,3015,Morning,4564,245,114.0,5.37
515,2026-05-08,4,3015,Morning,3010,52,104.0,1.73
516,2026-04-26,3,3013,Night,1038,24,19.0,2.31
517,2026-04-05,2,3006,Morning,3951,122,38.0,3.09
518,2026-04-01,4,3018,Afternoon,887,27,85.0,3.04
519,2026-05-04,3,3013,Afternoon,2010,120,89.0,5.97
520,2026-06-23,3,3012,Morning,1783,20,42.0,1.12
521,2026-05-18,3,3016,Morning,259,13,16.0,5.02
522,2026-06-20,2,3016,Morning,4073,213,16.0,5.23
523,2026-04-10,1,3001,Night,2646,93,82.0,3.51
524,2026-04-09,5,3016,Night,1718,41,54.0,2.39
525,2026-06-15,1,3014,Night,2634,88,58.0,3.34
526,2026-04-10,2,3003,Morning,200,4,97.0,2.0
527,2026-04-05,4,3005,Afternoon,2297,112,2.0,4.88
528,2026-05-07,1,3014,Afternoon,2693,87,90.0,3.23
529,2026-06-23,4,3004,Night,1830,102,32.0,5.57
530,2026-06-02,4,3008,Morning,4185,164,111.0,3.92
531,2026-04-09,4,3013,Night,1399,46,114.0,3.29
532,2026-06-15,2,3012,Morning,861,37,60.0,4.3
533,2026-06-15,1,3017,Afternoon,2732,89,37.0,3.26
534,2026-06-12,5,3002,Night,4458,244,27.0,5.47
535,2026-06-21,2,3005,Morning,2001,30,21.0,1.5
536,2026-04-22,5,3018,Morning,423,24,119.0,5.67
537,2026-06-28,1,3010,Night,4855,241,22.0,4.96
538,2026-04-29,1,3004,Morning,2332,122,53.0,5.23
539,2026-06-12,4,3005,Night,1030,32,57.0,3.11
540,2026-05-23,5,3006,Afternoon,3154,160,81.0,5.07
541,2026-06-10,5,3010,Afternoon,1734,37,101.0,2.13
542,2026-05-27,4,3005,Night,4701,220,66.0,4.68
543,2026-05-28,2,3011,Night,1611,20,90.0,1.24
544,2026-05-26,5,3008,Morning,2840,62,68.0,2.18
545,2026-06-10,4,3011,Morning,2807,82,52.0,2.92
546,2026-06-06,1,3002,Morning,1363,30,18.0,2.2
547,2026-04-13,1,3011,Morning,2596,68,25.0,2.62
548,2026-06-14,5,3017,Night,723,36,51.0,4.98
549,2026-05-19,2,3002,Afternoon,3289,62,5.0,1.89
550,2026-04-30,4,3006,Night,3839,176,37.0,4.58
551,2026-05-17,1,3013,Morning,4760,43,55.0,0.9
552,2026-06-27,2,3011,Night,1763,83,56.0,4.71
553,2026-06-17,2,3012,Night,1569,76,97.0,4.84
554,2026-06-15,2,3010,Night,2834,76,116.0,2.68
555,2026-05-12,4,3012,Afternoon,3525,157,87.0,4.45
556,2026-06-10,5,3011,Night,4963,274,9.0,5.52
557,2026-05-05,5,3001,Afternoon,320,15,49.0,4.69
558,2026-06-01,4,3014,Afternoon,1343,35,87.0,2.61
559,2026-05-28,2,3008,Afternoon,1459,46,71.0,3.15
560,2026-04-23,5,3000,Morning,1425,68,54.0,4.77
561,2026-04-24,3,3007,Night,2425,51,52.0,2.1
562,2026-04-06,3,3008,Night,4389,215,48.0,4.9
563,2026-04-13,4,3001,Night,348,8,0.0,2.3
564,2026-05-10,4,3018,Night,4116,203,21.0,4.93
565,2026-05-14,5,3004,Afternoon,3164,30,62.0,0.95
566,2026-04-15,3,3006,Night,3152,23,24.0,0.73
567,2026-05-08,4,3008,Morning,3455,206,81.0,5.96
568,2026-05-25,4,3015,Afternoon,753,39,103.0,5.18
569,2026-04-21,2,3014,Morning,3784,202,60.0,5.34
570,2026-05-01,2,3014,Morning,1391,79,46.0,5.68
571,2026-05-04,4,3004,Afternoon,2679,77,112.0,2.87
572,2026-05-16,1,3016,Afternoon,3449,71,79.0,2.06
573,2026-05-03,2,3015,Night,3098,37,51.0,1.19
574,2026-06-06,4,3008,Afternoon,1750,56,3.0,3.2
575,2026-04-30,5,3010,Afternoon,2101,35,1.0,1.67
576,2026-05-10,3,3000,Afternoon,2487,140,26.0,5.63
577,2026-05-05,2,3014,Afternoon,398,2,28.0,0.5
578,2026-04-17,3,3018,Night,3685,47,86.0,1.28
579,2026-06-01,4,3008,Morning,679,12,60.0,1.77
580,2026-04-22,3,3010,Afternoon,2401,38,119.0,1.58
581,2026-04-27,1,3009,Afternoon,3343,58,64.0,1.73
582,2026-06-11,3,3001,Morning,585,24,108.0,4.1
583,2026-06-25,3,3011,Night,4978,114,66.0,2.29
584,2026-05-31,4,3013,Afternoon,2010,78,42.0,3.88
585,2026-06-22,5,3017,Morning,275,14,85.0,5.09
586,2026-06-16,5,3017,Afternoon,3361,128,53.0,3.81
587,2026-05-14,4,3009,Night,2876,124,32.0,4.31
588,2026-06-09,2,3018,Night,3273,82,56.0,2.51
589,2026-04-30,3,3010,Morning,3804,52,79.0,1.37
590,2026-05-12,1,3012,Afternoon,2483,56,45.0,2.26
591,2026-05-19,5,3011,Morning,4168,241,84.0,5.78
592,2026-06-26,5,3018,Afternoon,1976,77,117.0,3.9
593,2026-06-16,5,3014,Afternoon,2816,57,49.0,2.02
594,2026-05-15,2,3002,Afternoon,960,28,35.0,2.92
595,2026-05-29,2,3001,Night,3175,161,48.0,5.07
596,2026-04-19,5,3007,Afternoon,1455,60,100.0,4.12
597,2026-06-12,3,3009,Afternoon,3544,127,21.0,3.58
598,2026-05-20,4,3012,Morning,4045,217,116.0,5.36
599,2026-05-18,3,3009,Morning,4323,181,49.0,4.19
600,2026-06-08,3,3009,Night,4659,187,100.0,4.01
601,2026-05-27,4,3017,Afternoon,786,12,94.0,1.53
602,2026-04-07,5,3006,Night,862,9,94.0,1.04
603,2026-04-26,2,3009,Afternoon,4645,269,109.0,5.79
604,2026-04-16,5,3010,Afternoon,2027,76,22.0,3.75
605,2026-06-06,2,3008,Afternoon,324,9,71.0,2.78
606,2026-04-04,3,3018,Afternoon,1577,58,11.0,3.68
607,2026-04-19,5,3018,Morning,4213,35,35.0,0.83
608,2026-05-24,5,3009,Morning,1903,95,4.0,4.99
609,2026-06-02,5,3008,Afternoon,568,9,81.0,1.58
610,2026-05-16,2,3011,Afternoon,3666,180,72.0,4.91
611,2026-06-17,5,3003,Afternoon,1134,38,88.0,3.35
612,2026-06-22,5,3008,Afternoon,1893,38,21.0,2.01
613,2026-04-12,5,3004,Morning,218,1,39.0,0.46
614,2026-06-25,1,3002,Night,3089,154,81.0,4.99
615,2026-05-26,4,3001,Afternoon,2337,34,99.0,1.45
616,2026-05-28,5,3011,Morning,4361,34,106.0,0.78
617,2026-04-09,4,3000,Afternoon,1804,84,8.0,4.66
618,2026-05-26,2,3012,Night,1182,28,48.0,2.37
619,2026-06-05,4,3008,Night,996,26,1.0,2.61
620,2026-05-23,1,3006,Morning,1160,21,98.0,1.81
621,2026-04-08,3,3014,Night,2365,123,14.0,5.2
622,2026-05-18,4,3010,Afternoon,618,13,98.0,2.1
623,2026-06-24,3,3013,Afternoon,2131,35,18.0,1.64
624,2026-06-05,4,3013,Afternoon,4302,94,1.0,2.19
625,2026-04-13,2,3000,Night,3884,62,105.0,1.6
626,2026-06-26,4,3004,Morning,3258,73,52.0,2.24
627,2026-06-26,4,3010,Morning,4487,42,50.0,0.94
628,2026-04-16,4,3018,Afternoon,3945,54,77.0,1.37
629,2026-06-12,2,3002,Morning,3332,93,32.0,2.79
630,2026-05-07,2,3002,Night,4342,231,82.0,5.32
631,2026-05-24,2,3017,Night,797,6,51.0,0.75
632,2026-05-11,3,3018,Afternoon,4127,68,32.0,1.65
633,2026-06-10,3,3003,Night,1617,88,47.0,5.44
634,2026-06-29,2,3007,Morning,3718,200,0.0,5.38
635,2026-06-11,3,3011,Afternoon,4583,194,36.0,4.23
636,2026-06-23,2,3003,Afternoon,2580,47,70.0,1.82
637,2026-06-25,2,3006,Morning,625,17,16.0,2.72
638,2026-04-09,4,3007,Morning,1977,32,14.0,1.62
639,2026-04-23,5,3012,Afternoon,2152,25,78.0,1.16
640,2026-06-04,2,3005,Afternoon,4696,121,51.0,2.58
641,2026-05-24,5,3007,Morning,4724,173,16.0,3.66
642,2026-04-05,3,3005,Afternoon,2928,72,89.0,2.46
643,2026-04-09,1,3014,Night,4763,183,93.0,3.84
644,2026-05-17,2,3002,Morning,2294,48,4.0,2.09
645,2026-05-26,1,3004,Night,2173,52,24.0,2.39
646,2026-04-16,1,3004,Afternoon,4215,204,44.0,4.84
647,2026-04-16,2,3017,Afternoon,3403,181,87.0,5.32
648,2026-04-12,3,3017,Night,2707,61,8.0,2.25
649,2026-05-21,4,3009,Afternoon,2392,87,96.0,3.64
650,2026-04-01,1,3002,Night,3586,72,38.0,2.01
651,2026-05-22,5,3014,Morning,3816,30,15.0,0.79
652,2026-05-13,2,3009,Morning,2554,116,103.0,4.54
653,2026-05-12,1,3016,Afternoon,351,5,10.0,1.42
654,2026-06-01,4,3006,Morning,688,19,15.0,2.76
655,2026-05-18,4,3018,Morning,891,28,113.0,3.14
656,2026-06-05,4,3015,Afternoon,2418,36,62.0,1.49
657,2026-06-08,1,3004,Night,3148,32,55.0,1.02
658,2026-06-22,1,3013,Morning,4058,97,82.0,2.39
659,2026-06-11,2,3005,Night,1316,75,75.0,5.7
660,2026-05-17,3,3006,Afternoon,3975,154,73.0,3.87
661,2026-05-15,5,3004,Morning,3397,88,2.0,2.59
662,2026-04-22,2,3012,Morning,447,3,66.0,0.67
663,2026-05-24,1,3004,Night,1885,71,33.0,3.77
664,2026-04-13,5,3012,Morning,1652,16,96.0,0.97
665,2026-06-23,1,3011,Afternoon,4455,155,60.0,3.48
666,2026-06-16,1,3014,Night,4621,214,14.0,4.63
667,2026-04-11,3,3018,Afternoon,4132,116,106.0,2.81
668,2026-06-10,3,3000,Morning,2734,58,34.0,2.12
669,2026-04-11,4,3018,Morning,2565,19,32.0,0.74
670,2026-06-04,5,3002,Night,1695,10,112.0,0.59
671,2026-04-08,5,3010,Afternoon,3909,111,93.0,2.84
672,2026-05-14,2,3006,Morning,614,32,103.0,5.21
673,2026-05-30,5,3012,Morning,1501,27,79.0,1.8
674,2026-06-05,4,3013,Afternoon,849,31,109.0,3.65
675,2026-05-08,1,3016,Morning,2572,109,13.0,4.24
676,2026-06-22,5,3007,Afternoon,1638,13,71.0,0.79
677,2026-06-09,1,3017,Morning,1147,15,35.0,1.31
678,2026-04-19,3,3006,Night,2006,46,47.0,2.29
679,2026-05-31,4,3003,Afternoon,4332,181,28.0,4.18
680,2026-06-05,2,3007,Night,2878,83,24.0,2.88
681,2026-05-01,2,3010,Morning,4150,188,53.0,4.53
682,2026-06-06,3,3012,Afternoon,4586,241,110.0,5.26
683,2026-06-20,5,3015,Morning,4530,211,76.0,4.66
684,2026-06-13,2,3004,Afternoon,1884,112,41.0,5.94
685,2026-06-08,4,3005,Night,4411,205,52.0,4.65
686,2026-05-28,3,3017,Morning,4565,236,63.0,5.17
687,2026-04-25,1,3008,Night,4806,244,29.0,5.08
688,2026-06-11,4,3004,Afternoon,1884,85,62.0,4.51
689,2026-05-03,5,3018,Night,1296,63,83.0,4.86
690,2026-05-18,3,3008,Morning,3004,169,29.0,5.63
691,2026-04-29,1,3018,Night,4672,145,70.0,3.1
692,2026-04-29,1,3017,Afternoon,4522,181,85.0,4.0
693,2026-04-15,3,3017,Morning,2941,97,62.0,3.3
694,2026-06-26,3,3011,Morning,916,47,35.0,5.13
695,2026-04-14,3,3015,Night,2227,63,66.0,2.83
696,2026-04-08,2,3018,Night,3627,181,95.0,4.99
697,2026-06-24,3,3005,Morning,2889,141,26.0,4.88
698,2026-05-20,2,3000,Afternoon,1858,107,68.0,5.76
699,2026-05-10,4,3006,Night,1844,34,81.0,1.84
700,2026-06-06,4,3012,Afternoon,486,21,38.0,4.32
701,2026-05-05,4,3010,Morning,1585,73,46.0,4.61
702,2026-04-12,1,3001,Afternoon,3413,192,106.0,5.63
703,2026-06-05,5,3010,Afternoon,1358,74,43.0,5.45
704,2026-04-16,1,3003,Morning,4968,181,71.0,3.64
705,2026-05-20,5,3009,Night,595,21,17.0,3.53
706,2026-06-25,1,3010,Morning,3026,42,111.0,1.39
707,2026-06-24,3,3012,Night,2583,151,71.0,5.85
708,2026-05-03,1,3007,Night,4199,79,91.0,1.88
709,2026-06-10,1,3007,Night,4461,200,72.0,4.48
710,2026-05-26,4,3012,Night,2808,136,42.0,4.84
711,2026-05-14,4,3014,Morning,3224,94,40.0,2.92
712,2026-04-13,1,3015,Morning,3554,59,84.0,1.66
713,2026-05-04,5,3006,Night,2700,41,103.0,1.52
714,2026-05-29,2,3008,Night,1087,56,15.0,5.15
715,2026-06-28,2,3006,Night,2257,74,101.0,3.28
716,2026-04-01,2,3010,Afternoon,1359,13,99.0,0.96
717,2026-06-04,3,3002,Afternoon,2429,107,13.0,4.41
718,2026-06-16,1,3008,Morning,3152,59,12.0,1.87
719,2026-06-25,3,3003,Morning,1204,64,83.0,5.32
720,2026-05-09,2,3010,Afternoon,1397,30,101.0,2.15
721,2026-04-11,1,3016,Morning,4150,66,47.0,1.59
722,2026-04-25,2,3018,Morning,2013,19,76.0,0.94
723,2026-06-16,4,3008,Morning,1152,38,119.0,3.3
724,2026-06-19,4,3001,Morning,3623,107,38.0,2.95
725,2026-05-28,2,3004,Night,3639,168,27.0,4.62
726,2026-04-12,2,3001,Night,4165,127,118.0,3.05
727,2026-04-11,4,3014,Night,3847,91,33.0,2.37
728,2026-05-14,4,3018,Morning,4961,96,56.0,1.94
729,2026-05-23,5,3010,Afternoon,2959,60,53.0,2.03
730,2026-04-03,5,3003,Night,1576,88,62.0,5.58
731,2026-06-01,5,3000,Afternoon,4342,61,32.0,1.4
732,2026-05-20,5,3018,Afternoon,1471,87,81.0,5.91
733,2026-04-02,3,3006,Night,1597,36,83.0,2.25
734,2026-04-09,2,3002,Night,4176,41,24.0,0.98
735,2026-05-11,2,3003,Night,4431,82,57.0,1.85
736,2026-06-05,2,3004,Afternoon,1828,15,6.0,0.82
737,2026-06-14,4,3012,Afternoon,3701,179,26.0,4.84
738,2026-05-09,4,3016,Night,4627,153,118.0,3.31
739,2026-04-27,5,3005,Night,4033,94,60.0,2.33
740,2026-06-27,1,3013,Afternoon,223,9,74.0,4.04
741,2026-05-12,3,3001,Afternoon,3389,134,106.0,3.95
742,2026-04-29,2,3000,Afternoon,1015,57,85.0,5.62
743,2026-05-10,5,3001,Morning,4262,246,95.0,5.77
744,2026-04-02,2,3017,Afternoon,521,22,85.0,4.22
745,2026-04-28,1,3011,Afternoon,4966,248,59.0,4.99
746,2026-05-17,3,3015,Night,1051,51,75.0,4.85
747,2026-06-22,5,3000,Afternoon,2216,70,34.0,3.16
748,2026-06-06,5,3000,Morning,1323,57,106.0,4.31
749,2026-06-10,1,3016,Night,4106,38,21.0,0.93
750,2026-05-20,2,3001,Afternoon,2088,97,106.0,4.65
751,2026-04-10,1,3002,Morning,3773,218,105.0,5.78
752,2026-05-06,2,3009,Night,522,5,17.0,0.96
753,2026-06-29,3,3011,Afternoon,2373,120,85.0,5.06
754,2026-04-04,2,3004,Afternoon,4573,257,0.0,5.62
755,2026-06-19,1,3008,Night,4649,81,68.0,1.74
756,2026-06-01,3,3012,Night,1201,40,40.0,3.33
757,2026-04-26,1,3008,Afternoon,2093,117,105.0,5.59
758,2026-06-10,2,3007,Afternoon,2163,125,61.0,5.78
759,2026-06-15,1,3001,Night,2914,35,14.0,1.2
760,2026-04-04,1,3008,Morning,2779,67,29.0,2.41
761,2026-04-10,3,3015,Night,708,30,81.0,4.24
762,2026-05-30,5,3011,Afternoon,3860,66,54.0,1.71
763,2026-06-29,4,3016,Night,1283,29,26.0,2.26
764,2026-04-03,1,3002,Afternoon,1711,10,95.0,0.58
765,2026-05-30,1,3000,Night,4235,56,14.0,1.32
766,2026-04-13,2,3010,Morning,3510,126,26.0,3.59
767,2026-05-29,4,3003,Night,2103,86,55.0,4.09
768,2026-05-27,4,3011,Morning,4579,186,4.0,4.06
769,2026-04-09,5,3017,Afternoon,2091,99,46.0,4.73
770,2026-06-01,2,3006,Morning,2914,81,109.0,2.78
771,2026-06-20,1,3010,Night,1380,27,112.0,1.96
772,2026-06-17,1,3012,Night,1079,6,104.0,0.56
773,2026-04-03,1,3002,Morning,2559,41,38.0,1.6
774,2026-04-23,1,3017,Night,2902,64,7.0,2.21
775,2026-04-22,5,3003,Morning,4067,60,97.0,1.48
776,2026-05-11,2,3015,Afternoon,2076,12,44.0,0.58
777,2026-04-13,5,3012,Morning,4496,61,89.0,1.36
778,2026-06-16,3,3002,Morning,3115,129,14.0,4.14
779,2026-06-09,3,3013,Morning,536,21,80.0,3.92
780,2026-06-12,3,3003,Afternoon,3747,211,70.0,5.63
781,2026-04-18,5,3011,Afternoon,2959,144,110.0,4.87
782,2026-04-02,1,3018,Night,2068,74,12.0,3.58
783,2026-06-21,1,3018,Morning,2442,30,48.0,1.23
784,2026-04-27,3,3016,Night,1648,59,118.0,3.58
785,2026-05-30,2,3009,Morning,3148,26,46.0,0.83
786,2026-06-21,3,3010,Morning,2921,83,78.0,2.84
787,2026-04-04,4,3005,Morning,2346,62,19.0,2.64
788,2026-04-01,3,3017,Morning,1568,44,87.0,2.81
789,2026-04-01,2,3009,Afternoon,2113,43,33.0,2.04
790,2026-04-15,2,3014,Night,2589,110,68.0,4.25
791,2026-04-05,4,3006,Night,2465,126,105.0,5.11
792,2026-06-13,2,3014,Night,1684,79,79.0,4.69
793,2026-05-25,3,3004,Afternoon,2993,118,56.0,3.94
794,2026-06-28,3,3013,Morning,1287,44,22.0,3.42
795,2026-06-12,4,3000,Afternoon,2604,17,40.0,0.65
796,2026-06-26,4,3001,Night,783,35,101.0,4.47
797,2026-04-22,3,3006,Morning,2466,86,25.0,3.49
798,2026-04-26,2,3009,Morning,3963,78,78.0,1.97
799,2026-06-16,2,3013,Night,4125,95,58.0,2.3
800,2026-04-23,3,3006,Morning,3534,199,38.0,5.63
801,2026-04-06,2,3000,Night,3779,148,85.0,3.92
802,2026-05-31,4,3006,Night,516,16,43.0,3.1
803,2026-06-12,2,3008,Afternoon,1838,71,34.0,3.86
804,2026-06-27,4,3010,Afternoon,3340,92,63.0,2.75
805,2026-06-23,4,3012,Morning,4042,124,90.0,3.07
806,2026-04-11,5,3004,Afternoon,2997,62,103.0,2.07
807,2026-06-09,1,3011,Night,4297,125,75.0,2.91
808,2026-06-16,4,3012,Night,1510,64,79.0,4.24
809,2026-06-02,1,3014,Afternoon,936,6,94.0,0.64
810,2026-06-13,2,3009,Night,614,29,32.0,4.72
811,2026-06-15,1,3015,Night,2996,61,30.0,2.04
812,2026-05-11,1,3004,Morning,3392,144,58.0,4.25
813,2026-04-04,1,3013,Afternoon,1569,63,75.0,4.02
814,2026-05-12,1,3000,Afternoon,3961,161,77.0,4.06
815,2026-04-19,5,3001,Afternoon,3748,144,18.0,3.84
816,2026-04-11,1,3016,Night,1928,111,93.0,5.76
817,2026-04-12,2,3009,Night,1346,44,43.0,3.27
818,2026-06-02,4,3011,Afternoon,3763,170,105.0,4.52
819,2026-05-16,5,3011,Morning,3422,149,86.0,4.35
820,2026-05-19,5,3013,Night,1019,18,117.0,1.77
821,2026-06-07,1,3004,Night,1424,29,75.0,2.04
822,2026-05-20,5,3003,Night,2532,71,63.0,2.8
823,2026-05-27,4,3000,Afternoon,2653,53,22.0,2.0
824,2026-04-08,1,3016,Morning,996,25,47.0,2.51
825,2026-06-16,3,3004,Afternoon,4753,125,103.0,2.63
826,2026-05-11,5,3010,Morning,2065,78,45.0,3.78
827,2026-04-14,2,3008,Afternoon,2030,34,6.0,1.67
828,2026-06-13,1,3003,Night,490,24,29.0,4.9
829,2026-06-06,5,3007,Morning,4403,127,0.0,2.88
830,2026-04-05,5,3001,Night,1328,58,75.0,4.37
831,2026-04-18,5,3003,Morning,4937,46,118.0,0.93
832,2026-04-02,5,3002,Morning,2580,79,112.0,3.06
833,2026-04-25,5,3015,Night,4399,28,63.0,0.64
834,2026-04-09,3,3010,Morning,1059,44,66.0,4.15
835,2026-06-03,1,3017,Night,996,23,96.0,2.31
836,2026-05-18,4,3008,Night,4045,231,5.0,5.71
837,2026-06-28,2,3003,Morning,4134,94,71.0,2.27
838,2026-06-07,3,3011,Morning,2806,101,0.0,3.6
839,2026-05-26,4,3017,Morning,354,6,93.0,1.69
840,2026-05-16,5,3010,Morning,4729,184,96.0,3.89
841,2026-04-05,2,3000,Night,2087,64,78.0,3.07
842,2026-04-07,2,3005,Night,4692,119,78.0,2.54
843,2026-05-26,4,3017,Night,4379,70,82.0,1.6
844,2026-04-01,1,3009,Night,4287,47,69.0,1.1
845,2026-04-04,3,3018,Night,3506,40,27.0,1.14
846,2026-04-20,4,3009,Night,3431,205,34.0,5.97
847,2026-06-19,3,3000,Night,2757,76,89.0,2.76
848,2026-05-12,2,3016,Afternoon,318,1,74.0,0.31
849,2026-06-03,5,3014,Night,2061,118,28.0,5.73
850,2026-05-08,2,3013,Morning,3706,22,105.0,0.59
851,2026-04-16,4,3018,Afternoon,4099,114,117.0,2.78
852,2026-05-04,3,3003,Night,2885,128,75.0,4.44
853,2026-04-09,1,3017,Morning,3605,199,27.0,5.52
854,2026-06-09,3,3004,Morning,304,13,112.0,4.28
855,2026-04-17,1,3018,Morning,2448,74,28.0,3.02
856,2026-05-04,5,3003,Morning,2637,154,51.0,5.84
857,2026-06-28,4,3010,Afternoon,4483,32,103.0,0.71
858,2026-05-24,2,3014,Night,1693,100,62.0,5.91
859,2026-05-12,3,3001,Morning,1303,67,29.0,5.14
860,2026-05-19,4,3001,Night,1891,106,9.0,5.61
861,2026-06-10,2,3016,Night,1017,19,43.0,1.87
862,2026-04-23,2,3001,Night,2880,36,80.0,1.25
863,2026-05-28,3,3011,Night,3285,136,85.0,4.14
864,2026-06-18,2,3017,Morning,4045,134,26.0,3.31
865,2026-05-22,4,3011,Afternoon,4865,164,19.0,3.37
866,2026-05-11,1,3009,Night,553,30,84.0,5.42
867,2026-04-14,5,3007,Night,1386,54,19.0,3.9
868,2026-04-23,2,3012,Afternoon,1643,36,7.0,2.19
869,2026-06-25,3,3010,Night,1398,37,58.0,2.65
870,2026-05-19,1,3009,Night,4170,51,68.0,1.22
871,2026-04-28,2,3002,Morning,869,13,29.0,1.5
872,2026-05-08,4,3012,Night,342,4,25.0,1.17
873,2026-05-23,2,3014,Morning,4330,214,28.0,4.94
874,2026-05-19,1,3013,Afternoon,4815,210,41.0,4.36
875,2026-06-02,3,3001,Morning,1286,43,1.0,3.34
876,2026-04-24,1,3013,Night,1797,45,1.0,2.5
877,2026-05-29,2,3013,Morning,2615,109,44.0,4.17
878,2026-05-10,3,3003,Afternoon,2724,135,2.0,4.96
879,2026-06-24,3,3016,Night,4956,264,38.0,5.33
880,2026-04-15,4,3009,Night,2139,75,69.0,3.51
881,2026-04-14,4,3008,Morning,258,12,3.0,4.65
882,2026-05-12,5,3013,Night,2229,73,74.0,3.28
883,2026-05-16,1,3009,Afternoon,2871,89,74.0,3.1
884,2026-06-02,2,3010,Night,2681,141,68.0,5.26
885,2026-05-07,1,3005,Afternoon,2658,69,75.0,2.6
886,2026-06-22,1,3017,Morning,4628,123,97.0,2.66
887,2026-05-13,2,3018,Morning,4075,88,8.0,2.16
888,2026-04-12,3,3002,Morning,1408,47,20.0,3.34
889,2026-04-11,5,3013,Night,1905,66,38.0,3.46
890,2026-06-27,4,3000,Night,3404,140,82.0,4.11
891,2026-04-13,4,3007,Afternoon,2169,62,104.0,2.86
